date,symbol,session,pattern,outcome,pnl,r_mult,gap_pct,rvol,pm_bar_rvol_equiv,spike_time,float_shares,float_verified,resistance,entry_offset_mins,stop_distance_pct,entry,stop,target,exit,shares,is_runner,run_days,entry_time,conviction_tier,conviction_mult,conviction_pts,has_catalyst,news_quality,news_negative,scaleins,scaleouts,t1_outcome_raw,t1_pnl,t1_candle_signal,gates_mode,gates_reason,gates_passed,gate_macd_ok,gate_ema_ok,gate_vwap_ok,t2_filled,t2_entry,t2_shares,t2_outcome,t2_exit,t2_pnl,t2_candle_signal,t3_filled,t3_entry,t3_shares,t3_outcome,t3_exit,t3_pnl,tiers_fired,tier_pnl_sum,runner_outcome,runner_exit,runner_shares,runner_pnl
2025-09-24,PEPG,,breakout,WIN,254.41,0.69,39.98,59.73,,,37026972,True,False,39,2.99,2.15,2.09,2.35,2.2,5732,False,0,10:09 ET,STANDARD,2.0,1,False,0,False,True,False,TRAIL,254.41,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-25,AIXC,,bull_flag,LOSS,-409.62,-1.11,56.52,5.08,,,18558726,True,False,4,3.03,4.6,4.46,5.01,4.45,2685,False,0,09:34 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-409.62,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-25,AMPY,,breakout,LOSS,-395.4,-1.07,29.58,28.21,,,34146775,True,False,1,2.91,5.53,5.37,6.03,5.35,2232,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-395.4,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,AQMS,,breakout,WIN,301.17,0.81,71.34,37.03,,,3035219,True,False,6,3.07,5.57,5.4,6.07,5.71,2216,False,0,09:36 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,301.17,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,BIAF,,breakout,LOSS,-414.13,-1.12,113.78,11.56,,,4421124,True,False,1,3.06,6.63,6.43,7.23,6.41,1861,False,0,09:31 ET,STANDARD,2.0,0,True,3,False,True,False,STOP,-414.13,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,JFB,,breakout,LOSS,-598.12,-1.08,34.59,404.46,,,5080408,True,False,32,2.94,5.92,5.75,6.46,5.73,3127,False,0,10:02 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-598.12,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,MRM,,breakout,WIN,284.57,1.54,206.9,29.9,,,5821999,True,False,2,2.99,4.12,4.0,4.49,4.31,1497,False,0,09:32 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,True,3,False,True,False,TRAIL,284.57,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,TDIC,,breakout,WIN,384.26,1.04,22.96,64.07,,,6216296,True,False,41,3.04,6.34,6.15,6.91,6.54,1947,False,0,10:11 ET,STANDARD,2.0,1,False,0,False,True,False,TRAIL,384.26,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-26,EGG,,breakout,LOSS,-412.09,-1.11,15.99,14.41,,,8255093,True,False,1,3.05,7.37,7.15,8.04,7.13,1674,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-412.09,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-29,SPRB,,breakout,LOSS,-4.76,-0.01,31.61,11.08,,,2651600,True,False,157,3.01,9.09,8.82,9.91,9.09,1358,False,0,12:07 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,-4.76,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-29,DWTX,,breakout,LOSS,-301.97,-1.09,72.1,2412.85,,,5071358,True,False,16,2.97,8.66,8.4,9.44,8.37,1069,False,0,09:46 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,STOP,-301.97,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-29,ENTA,,breakout,WIN,157.4,0.43,94.18,66.76,,,20059139,True,False,36,2.98,9.0,8.73,9.81,9.11,1372,False,0,10:06 ET,STANDARD,2.0,1,False,0,False,True,False,TRAIL,157.4,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-29,AVTX,,breakout,WIN,323.45,0.87,30.28,13.26,,,40251561,True,False,58,3.0,13.22,12.82,14.41,13.56,934,False,0,10:28 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,323.45,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-30,IBG,,breakout,LOSS,-407.74,-1.1,70.79,8.01,,,400881,True,False,2,3.01,4.27,4.14,4.65,4.13,2893,False,0,09:32 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-407.74,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-30,DPRO,,breakout,LOSS,-405.81,-1.1,37.41,28.74,,,30544825,True,False,1,3.0,8.94,8.67,9.74,8.64,1381,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-405.81,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-09-30,MLTX,,breakout,WIN,586.42,1.58,19.78,11.02,,,39260563,True,False,138,3.06,6.86,6.65,7.48,7.19,1800,False,0,11:48 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,586.42,shooting_star,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-02,BQ,,breakout,LOSS,-407.76,-1.1,150.78,5.9,,,2848961,True,False,24,3.01,11.02,10.69,12.01,10.66,1120,False,0,09:54 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-407.76,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-02,PHOE,,breakout,LOSS,-406.26,-1.1,27.5,7.55,,,5500008,True,False,91,3.0,10.18,9.87,11.09,9.84,1213,False,0,11:01 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-406.26,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-02,BTTC,,breakout,WIN,3140.43,8.48,745.99,21.9,,,10774621,True,False,76,3.01,15.99,15.51,17.43,20.06,772,False,0,10:46 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,3140.43,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-02,ANGO,,breakout,LOSS,-200.62,-1.08,15.27,8.09,,,34610729,True,False,2,2.96,12.31,11.95,13.42,11.91,501,False,0,09:32 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,STOP,-200.62,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-03,ASTC,,bull_flag,WIN,1093.84,1.97,66.53,1774.59,,,1300056,True,False,1,3.02,6.94,6.73,7.56,7.35,2669,False,0,09:31 ET,STRONG,3.0,2,True,3,False,True,False,TRAIL,1093.84,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-03,EPSM,,breakout,LOSS,-405.63,-1.1,163.4,10.53,,,2072651,True,False,5,3.0,17.15,16.64,18.7,16.59,719,False,0,09:35 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-405.63,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-03,XELB,,breakout,LOSS,-397.89,-1.07,53.75,69.07,,,4147842,True,False,3,2.93,2.38,2.31,2.59,2.3,5189,False,0,09:33 ET,STANDARD,2.0,1,True,3,False,True,False,STOP,-397.89,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-03,MRAM,,breakout,WIN,232.49,0.63,17.9,8.76,,,16484116,True,False,99,2.98,11.5,11.16,12.54,11.72,1073,False,0,11:09 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,232.49,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-06,DRMA,,breakout,LOSS,-407.14,-1.1,20.78,62.93,,,3169006,True,False,284,3.01,5.7,5.53,6.21,5.51,2166,False,0,14:14 ET,STANDARD,2.0,1,False,0,False,True,False,STOP,-407.14,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-06,GRAN,,breakout,LOSS,-400.84,-1.08,30.22,21.54,,,4712263,True,False,115,2.96,3.99,3.87,4.35,3.86,3096,False,0,11:25 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-400.84,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-06,AMDY,,breakout,LOSS,-408.27,-1.1,28.74,6.22,,,0,False,False,16,3.02,9.76,9.47,10.64,9.44,1264,False,0,09:46 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-408.27,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,CISS,,breakout,WIN,1001.07,3.6,168.77,225.76,,,323160,True,False,7,2.95,3.28,3.18,3.57,3.63,2826,False,0,09:37 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,TRAIL,1001.07,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,UPC,,breakout,LOSS,-397.37,-1.07,16.03,7.08,,,491450,True,False,77,2.93,5.5,5.34,6.0,5.32,2245,False,0,10:47 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-397.37,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,TCRT,,breakout,WIN,331.53,0.89,24.8,6.04,,,1908094,True,False,158,2.98,2.9,2.81,3.16,2.97,4263,False,0,12:08 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,331.53,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,EGAN,,breakout,WIN,202.76,0.55,25.95,11.56,,,15042644,True,False,85,2.96,11.58,11.24,12.63,11.77,1066,False,0,10:55 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,202.76,bearish_engulfing,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,THH,,breakout,LOSS,-398.59,-1.08,25.2,9.48,,,20654588,True,False,64,2.94,7.3,7.09,7.96,7.07,1690,False,0,10:34 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-398.59,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-07,LXEO,,breakout,LOSS,-411.45,-1.11,37.25,15.31,,,47506374,True,False,3,3.04,8.45,8.19,9.21,8.17,1462,False,0,09:33 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-411.45,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-08,UPC,,breakout,LOSS,-606.19,-1.09,112.77,124.62,,,491450,True,False,105,2.98,10.42,10.11,11.36,10.08,1777,False,0,11:15 ET,STRONG,3.0,2,True,3,False,True,False,STOP,-606.19,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
